Реплика;Эмоция;;;
Не омрачи?;Surprise;;;
Она взбесила!;Anger;;;
Не развлекись?;Surprise;;;
Она приуныла?;Sadness;;;
Она изумлялась!;Surprise;;;
Не рассерди!;Fear;;;
Она болела.;Neutral;;;
Она плавала.;Neutral;;;
Она не помучилась.;Joy;;;
Не мучь!;Sadness;;;
Нарадуйся!;Joy;;;
Она льстила!;Joy;;;
Она не рассмеялась!;Sadness;;;
Она не окрылилась!;Sadness;;;
Не повеселей?;Sadness;;;
Свирепей!;Anger;;;
Она процветала?;Joy;;;
Она не осточертела!;Joy;;;
Не сторонись!;Anger;;;
Она не возмутилась.;Joy;;;
Окрыли?;Surprise;;;
Она не раздосадовала.;Joy;;;
Не процветай.;Sadness;;;
Она расцветала?;Joy;;;
Не радуй!;Sadness;;;
Не взволнуйся.;Neutral;;;
Она ошеломила?;Surprise;;;
Дрожи!;Fear;;;
Она озлобилась?;Anger;;;
Не озлись.;Fear;;;
Терзайся?;Sadness;;;
Разгневай?;Anger;;;
Она улыбалась.;Joy;;;
Возмущай?;Surprise;;;
Она гордилась?;Joy;;;
Не раздосадуй.;Neutral;;;
Она потосковала.;Sadness;;;
Не улыбайся!;Sadness;;;
Позабавься.;Joy;;;
Она загрустила.;Sadness;;;
Она измочаливала!;Sadness;;;
Волнуйся.;Fear;;;
Взъярись?;Anger;;;
Не тревожь?;Surprise;;;
Не сожалей!;Joy;;;
Она леденила.;Neutral;;;
Она осознавала?;Surprise;;;
Она не любила.;Anger;;;
Изной!;Sadness;;;
Расстраивайся!;Sadness;;;
Не пьяней!;Anger;;;
Не насладись!;Sadness;;;
Хихикай.;Joy;;;
Она не раздосадовалась.;Joy;;;
Она не ужаснулась.;Joy;;;
Она не встревожилась!;Joy;;;
Не обидься.;Fear;;;
Не гневайся!;Fear;;;
Она не резвилась?;Surprise;;;
Оплакивай.;Sadness;;;
Она не раздосадовалась?;Surprise;;;
Она резвилась.;Joy;;;
Бойся.;Fear;;;
Она не рассердила.;Joy;;;
Она взбесилась.;Anger;;;
Она надеялась!;Joy;;;
Она не смутилась?;Surprise;;;
Не обеспокойся.;Joy;;;
Она скучала.;Sadness;;;
Она позлила!;Anger;;;
Она изнурила?;Sadness;;;
Не восхити?;Sadness;;;
Не улыбнись.;Sadness;;;
Она утомила?;Sadness;;;
Не утоми?;Surprise;;;
Не приободряйся!;Sadness;;;
Она не сконфузилась?;Surprise;;;
Не возмущай.;Neutral;;;
Она рассерчала.;Anger;;;
Не достань?;Surprise;;;
Не измучься.;Joy;;;
Не огорчись!;Joy;;;
Она не позлорадствовала!;Joy;;;
Она измаялась!;Sadness;;;
Насладись.;Joy;;;
Потоскуй?;Sadness;;;
Она рассмеялась!;Joy;;;
Она прогневалась!;Anger;;;
Не проплачь!;Joy;;;
Не бойся!;Joy;;;
Она разъярила?;Anger;;;
Она вдохновлялась?;Joy;;;
Не обрадуй?;Sadness;;;
Она забоялась.;Fear;;;
Она не погневалась!;Surprise;;;
Затоскуй.;Sadness;;;
Не окрысься!;Anger;;;
Освежай!;Joy;;;
Не разочаруйся.;Joy;;;
Не хихикай?;Surprise;;;
Она разревелась?;Sadness;;;
Она не измочаливала.;Neutral;;;
Умай?;Surprise;;;
Не настрадайся!;Anger;;;
Она сокрушила.;Neutral;;;
Не помрачай?;Surprise;;;
Она светилась?;Surprise;;;
Истоскуйся?;Sadness;;;
Она растревожила.;Fear;;;
Она не изумлялась?;Surprise;;;
Не струси?;Surprise;;;
Изумляйся.;Surprise;;;
Не потряси?;Surprise;;;
Резвись?;Joy;;;
Страши?;Fear;;;
Не загорюй!;Joy;;;
Она не осерчала!;Joy;;;
Она не оплакивала.;Joy;;;
Она не освежилась?;Surprise;;;
Она не скучала?;Surprise;;;
Не презирай.;Fear;;;
Она горевала.;Sadness;;;
Восхитись?;Joy;;;
Она не возмутила.;Joy;;;
Она не упилась?;Surprise;;;
Развеселись!;Joy;;;
Она обиделась!;Sadness;;;
Раздави.;Anger;;;
Заледеней.;Neutral;;;
Она паниковала!;Fear;;;
Не раздразнивай!;Anger;;;
Она не окрысилась!;Joy;;;
Бесись?;Anger;;;
Не взгрустни!;Joy;;;
Ненавидь?;Anger;;;
Она злела.;Anger;;;
Она отчаялась?;Sadness;;;
Разъяри?;Anger;;;
Освещай!;Neutral;;;
Опьяней!;Neutral;;;
Она недоумевала?;Surprise;;;
Она не восхищала!;Sadness;;;
Не подшучивай.;Sadness;;;
Удиви.;Sadness;;;
Горюй.;Sadness;;;
Она не освежалась.;Sadness;;;
Она не вспылила?;Fear;;;
Вознегодуй!;Anger;;;
Она не обожала.;Sadness;;;
Она смела.;Anger;;;
Она закручинилась.;Sadness;;;
Не дивись!;Neutral;;;
Восхищай?;Joy;;;
Она поникла?;Sadness;;;
Она встряхивалась?;Surprise;;;
Не расцветай?;Surprise;;;
Она не хватила!;Neutral;;;
Она помрачалась!;Sadness;;;
Она опьянела!;Neutral;;;
Рассерчай!;Anger;;;
Она захватывала?;Fear;;;
Она устрашалась?;Fear;;;
Она переволновала?;Fear;;;
Убей!;Anger;;;
Она не рассвирепела.;Joy;;;
Она не домучилась!;Surprise;;;
Не подавляй?;Surprise;;;
Она не заинтересовала!;Anger;;;
Она жалела!;Sadness;;;
Подави.;Anger;;;
Не обомри.;Joy;;;
Не изнуряй.;Joy;;;
Она изнуряла!;Sadness;;;
Не стоскуйся!;Joy;;;
Она не закручинилась.;Joy;;;
Она не возмутилась?;Surprise;;;
Надивись.;Surprise;;;
Она не освещала?;Surprise;;;
Она не убивала!;Anger;;;
Она посмеивалась?;Joy;;;
Она страдала!;Sadness;;;
Она не давила.;Neutral;;;
Не поражайся!;Joy;;;
Не раздражись.;Fear;;;
Она не грустила!;Joy;;;
Доставай!;Neutral;;;
Не гневайся.;Fear;;;
Не разгневайся!;Fear;;;
Не прискучивай?;Surprise;;;
Поникни!;Sadness;;;
Она не кисла!;Joy;;;
Она не побоялась.;Joy;;;
Она не хандрила?;Surprise;;;
Не восторгай?;Sadness;;;
Она поощряла?;Joy;;;
Она не трусила.;Joy;;;
Наслаждайся!;Joy;;;
Поразись?;Joy;;;
Она просияла.;Joy;;;
Она взбадривалась!;Joy;;;
Устыдись.;Fear;;;
Конфузься.;Fear;;;
Она не ослепила?;Neutral;;;
Она не озлобляла!;Joy;;;
Она не гневалась!;Joy;;;
Она настрадалась.;Sadness;;;
Она не натерпелась!;Joy;;;
Она не волновалась!;Joy;;;
Погорюй?;Sadness;;;
Не переверни!;Anger;;;
Омрачайся?;Sadness;;;
Она не туманилась!;Неграмматично;;;
Мучься!;Sadness;;;
Она утомилась!;Sadness;;;
Не обожай?;Sadness;;;
Она не развлеклась?;Surprise;;;
Взъярись.;Anger;;;
Она пуганула!;Fear;;;
Она оплакивала.;Sadness;;;
Она отпугивала.;Fear;;;
Забеспокойся.;Fear;;;
Достань.;Neutral;;;
Она не поразилась?;Surprise;;;
Она горевала!;Sadness;;;
Она не изнемогала?;Surprise;;;
Она остолбенела!;Fear;;;
Не переутоми?;Surprise;;;
Она не мечтала?;Surprise;;;
Она не осточертела.;Joy;;;
Не свирепей!;Anger;;;
Она не упилась.;Neutral;;;
Она не умаяла?;Surprise;;;
Насыться?;Surprise;;;
Не погрусти.;Joy;;;
Не точи.;Neutral;;;
Она не развеселилась.;Sadness;;;
Не обожгись?;Surprise;;;
Не удивляйся!;Anger;;;
Она не упивалась?;Surprise;;;
Не зли?;Surprise;;;
Она перепугала?;Fear;;;
Она не приободрилась.;Sadness;;;
Она сердила?;Anger;;;
Взбесись!;Anger;;;
Не нарадуйся?;Surprise;;;
Она топала.;Neutral;;;
Хвати?;Surprise;;;
Она растревоживала!;Fear;;;
Она не побоялась?;Surprise;;;
Преследуй?;Surprise;;;
Она не заледенела!;Joy;;;
Она не унывала.;Joy;;;
Она не сдрейфила!;Joy;;;
Не пригорюнься!;Joy;;;
Не освещай.;Neutral;;;
Перетревожь?;Fear;;;
Не подружись?;Surprise;;;
Она боялась?;Fear;;;
Надоешь.;Sadness;;;
Не ледени!;Неграмматично;;;
Не изматывайся.;Joy;;;
Она изводилась?;Sadness;;;
Она не перетрусила!;Joy;;;
Разочаруй.;Sadness;;;
Не отпугивай.;Neutral;;;
Она не восхищала?;Surprise;;;
Она не застращала.;Joy;;;
Не изной?;Surprise;;;
Не ужаснись?;Surprise;;;
Не пой?;Surprise;;;
Смущайся?;Fear;;;
Не измотай?;Surprise;;;
Не печаль.;Joy;;;
Она не поощряла?;Surprise;;;
Упивайся.;Anger;;;
Она не изумила.;Neutral;;;
Развлекайся.;Joy;;;
Она не воспрянула.;Sadness;;;
Она не воспрянула?;Surprise;;;
Она осердилась!;Anger;;;
Она не точила!;Neutral;;;
Она не тосковала!;Joy;;;
Не убивайся?;Surprise;;;
Рассмейся.;Joy;;;
Она освещала!;Joy;;;
Она тревожилась.;Fear;;;
Она возмущалась!;Anger;;;
Умаивай.;Sadness;;;
Она бесила!;Anger;;;
Она освежила?;Joy;;;
Она не блаженствовала.;Sadness;;;
Расцветай.;Joy;;;
Она взорвала?;Surprise;;;
Она презирала!;Anger;;;
Не застращай?;Surprise;;;
Она устрашила!;Fear;;;
Она не загоревала!;Joy;;;
Беси!;Anger;;;
Не угрожай?;Fear;;;
Не возмутись.;Neutral;;;
Она не насыщалась!;Sadness;;;
Возненавидь?;Anger;;;
Устраши!;Fear;;;
Она не возвеселилась.;Sadness;;;
Не побойся?;Surprise;;;
Она расцвела.;Joy;;;
Она просияла?;Surprise;;;
Не цвети!;Sadness;;;
Не терроризируй.;Sadness;;;
Она удивилась?;Surprise;;;
Прогневай!;Anger;;;
Сохни!;Anger;;;
Она не колола.;Neutral;;;
Изводись?;Sadness;;;
Она не измоталась?;Surprise;;;
Остолбеней!;Anger;;;
Обеспокойся.;Fear;;;
Она не удовлетворяла?;Sadness;;;
Льсти.;Joy;;;
Она удовольствовалась.;Joy;;;
Приуной!;Неграмматично;;;
Болей?;Surprise;;;
Она не дрейфила.;Joy;;;
Она не остолбенела!;Anger;;;
Не сокрушайся.;Joy;;;
Испугай.;Fear;;;
Не озли!;Anger;;;
Не устрашай!;Surprise;;;
Туманься!;Неграмматично;;;
Не предвкушай?;Surprise;;;
Она сердилась!;Anger;;;
Она не пугала.;Joy;;;
Не тушуйся!;Joy;;;
Она не возненавидела!;Joy;;;
Подшучивай!;Joy;;;
Она не позабавилась?;Sadness;;;
Возмущай!;Anger;;;
Она не прискучивала?;Joy;;;
Весели!;Joy;;;
Не удивляй.;Neutral;;;
Она не взбадривалась!;Sadness;;;
Она мучила.;Sadness;;;
Она понравилась?;Surprise;;;
Она не разочаровала.;Joy;;;
Она не беспокоилась?;Surprise;;;
Не раздражайся?;Surprise;;;
Она удовольствовалась?;Joy;;;
Она не ярилась!;Joy;;;
Она не измоталась!;Joy;;;
Она не побаивалась!;Joy;;;
Обозли.;Anger;;;
Озлись.;Anger;;;
Не рассерди.;Joy;;;
Омрачай?;Sadness;;;
Не невзлюби!;Fear;;;
Переболей.;Sadness;;;
Она закручинилась?;Sadness;;;
Не разнервничайся.;Joy;;;
Она не поднимала?;Surprise;;;
Она не бесилась!;Joy;;;
Она не расстроила!;Joy;;;
Не рассерчай.;Fear;;;
Она не заскучала!;Joy;;;
Она переживала.;Fear;;;
Ужаснись!;Fear;;;
Она не опупела?;Anger;;;
Она не маялась?;Surprise;;;
Она оплакала!;Sadness;;;
Она не волновала!;Anger;;;
Она цвела!;Joy;;;
Содрогайся!;Fear;;;
Процветай?;Joy;;;
Выстрадай?;Sadness;;;
Она не туманилась?;Surprise;;;
Не перепугайся?;Surprise;;;
Она не умаяла.;Joy;;;
Расстраивай.;Sadness;;;
Не стервеней!;Anger;;;
Она удивила?;Surprise;;;
Она позлорадствовала!;Anger;;;
Она злорадствовала?;Anger;;;
Опупей?;Surprise;;;
Она не взбеленила!;Joy;;;
Она не перевернула?;Surprise;;;
Она ободрилась!;Joy;;;
Не прискучь.;Neutral;;;
Она не вытерпела?;Surprise;;;
Перетерпи!;Neutral;;;
Поднимай.;Neutral;;;
Она восторгала!;Joy;;;
Она ранила?;Surprise;;;
Не убей!;Fear;;;
Шантажируй.;Neutral;;;
Она не разъярилась!;Surprise;;;
Не огорчайся?;Surprise;;;
Окрысься?;Anger;;;
Не вспыли?;Surprise;;;
Она не изнывала.;Joy;;;
Она изнуряла.;Sadness;;;
Не прискучь!;Anger;;;
Не хмурься?;Surprise;;;
Она надулась?;Surprise;;;
Она не потрясла!;Anger;;;
Она болела?;Surprise;;;
Она не просияла.;Sadness;;;
Не промайся!;Joy;;;
Не сохни!;Joy;;;
Она обозлилась.;Anger;;;
Рассердись.;Anger;;;
Мечтай!;Joy;;;
Она не смутилась.;Joy;;;
Не воскресни!;Neutral;;;
Она не поплакала!;Joy;;;
Она не убивала.;Neutral;;;
Не обижайся!;Joy;;;
Она разозлила.;Anger;;;
Она подступала.;Neutral;;;
Не приунывай!;Joy;;;
Она приободрилась?;Joy;;;
Она разгневала.;Anger;;;
Она не подступала.;Fear;;;
Она насыщалась!;Joy;;;
Она не разобиделась!;Neutral;;;
Озлобляйся!;Anger;;;
Не удовлетворяй!;Anger;;;
Люби?;Surprise;;;
Она озлилась!;Anger;;;
Обижайся.;Sadness;;;
Она не подавляла.;Neutral;;;
Она не нарадовалась.;Joy;;;
Опьяней?;Surprise;;;
Напугайся?;Fear;;;
Не негодуй.;Joy;;;
Она изводилась!;Sadness;;;
Не дави.;Sadness;;;
Рассмейся?;Joy;;;
Она обожглась?;Fear;;;
Хлебни!;Neutral;;;
Не перенервничай?;Surprise;;;
Тужи!;Sadness;;;
Она посмеялась.;Joy;;;
Она проплакала!;Sadness;;;
Не освежай?;Surprise;;;
Она не терзалась?;Joy;;;
Она не развлекла?;Sadness;;;
Она не взъярилась!;Surprise;;;
Она погрустила.;Sadness;;;
Изнуряй?;Sadness;;;
Она не струхнула.;Neutral;;;
Она освежилась?;Surprise;;;
Не ужасни?;Surprise;;;
Не приободрись?;Surprise;;;
Она разозлилась?;Anger;;;
Возмути.;Anger;;;
Она не возмутила?;Surprise;;;
Не волнуйся.;Joy;;;
Она не прискучила.;Joy;;;
Она сожалела!;Sadness;;;
Не упивайся.;Sadness;;;
Она не раздражилась.;Joy;;;
Она не озлила.;Neutral;;;
Она не пьянела!;Anger;;;
Опостылей.;Sadness;;;
Не взорвись!;Anger;;;
Она сдрейфила?;Fear;;;
Она не утомила!;Joy;;;
Она воскресила.;Neutral;;;
Она не злорадствовала!;Joy;;;
Не помрачись?;Surprise;;;
Не грусти!;Joy;;;
Не светись.;Sadness;;;
Она раздосадовала?;Anger;;;
Сникай?;Sadness;;;
Подиви!;Surprise;;;
Не рыдай!;Anger;;;
Она не ободрилась?;Sadness;;;
Трепещи?;Fear;;;
Прогневай?;Anger;;;
Не удовлетворяйся.;Sadness;;;
Не омрачайся!;Joy;;;
Достань?;Neutral;;;
Не пригорюнься?;Surprise;;;
Страши.;Fear;;;
Она не злорадствовала.;Joy;;;
Не восхитись?;Surprise;;;
Она не подбодрилась.;Joy;;;
Она разъярилась!;Neutral;;;
Воскрешай?;Surprise;;;
Намыкайся.;Неграмматично;;;
Она не восторгала?;Surprise;;;
Она приуныла.;Sadness;;;
Она рассвирепела!;Anger;;;
Воскресни?;Surprise;;;
Она боялась.;Fear;;;
Сникни?;Sadness;;;
Она удручила!;Sadness;;;
Она не посетовала.;Joy;;;
Не помрачайся.;Joy;;;
Она устрашалась!;Fear;;;
Она не волновала?;Surprise;;;
Пугайся?;Fear;;;
Не отчаивайся!;Joy;;;
Проплачь!;Sadness;;;
Она не леденила?;Surprise;;;
Она разволновала?;Fear;;;
Не рань!;Fear;;;
Не погрустней?;Joy;;;
Настрадайся!;Sadness;;;
Она не опечалилась.;Joy;;;
Не стесняйся?;Surprise;;;
Она не намучилась!;Anger;;;
Она улыбнулась?;Joy;;;
Переволнуйся?;Fear;;;
Она омрачала?;Sadness;;;
Она не предвкушала.;Sadness;;;
Она не растревожила?;Neutral;;;
Она изумила.;Surprise;;;
Не льсти.;Anger;;;
Она не переволновала?;Surprise;;;
Она не изумилась.;Neutral;;;
Она не трепетала.;Sadness;;;
Она исстрадалась?;Sadness;;;
Окрыли!;Joy;;;
Она подшучивала!;Joy;;;
Она смутилась.;Sadness;;;
Она обалдела?;Surprise;;;
Устыдись!;Anger;;;
Она не дивилась!;Anger;;;
Позабавься?;Joy;;;
Огорчайся?;Sadness;;;
Она не разъярилась?;Fear;;;
Она дрожала!;Fear;;;
Досадуй!;Sadness;;;
Она не расстраивала.;Joy;;;
Сникни.;Sadness;;;
Она удовлетворялась.;Joy;;;
Она не переволновала.;Neutral;;;
Она не раздавила?;Surprise;;;
Не бесись.;Neutral;;;
Смущай.;Fear;;;
Освежай.;Neutral;;;
Она убоялась.;Fear;;;
Она не устрашала.;Neutral;;;
Она озлобилась.;Anger;;;
Расстраивай?;Sadness;;;
Сломись!;Anger;;;
Она трепетала!;Fear;;;
Она дивила!;Surprise;;;
Она пугалась?;Fear;;;
Не позлорадствуй.;Neutral;;;
Она вознегодовала?;Anger;;;
Она предвкушала?;Joy;;;
Надоедай?;Sadness;;;
Не возрыдай?;Surprise;;;
Не выматывай.;Neutral;;;
Она не выматывала!;Joy;;;
Не сникни.;Joy;;;
Она не насытилась.;Sadness;;;
Не страши.;Neutral;;;
Она не изматывалась.;Neutral;;;
Она не изнемогла!;Joy;;;
Она страдала?;Sadness;;;
Она не плакала.;Joy;;;
Взорвись!;Anger;;;
Она нервировала.;Fear;;;
Развлекись.;Joy;;;
Торжествуй.;Joy;;;
Она не умаивала.;Joy;;;
Она сломила.;Sadness;;;
Гнети.;Anger;;;
Она не насладилась.;Sadness;;;
Она изумляла.;Surprise;;;
Она не прогневала!;Joy;;;
Она не прогневалась.;Joy;;;
Не омрачи!;Anger;;;
Она гнела.;Anger;;;
Тревожься?;Fear;;;
Она подступала?;Surprise;;;
Она не вымотала?;Surprise;;;
Измочаль.;Anger;;;
Она обмирала.;Sadness;;;
Она не погоревала!;Joy;;;
Она переутомляла?;Surprise;;;
Она не насладилась?;Sadness;;;
Обеспокойся?;Fear;;;
Не пугай?;Surprise;;;
Не взгрустни.;Joy;;;
Взорвись.;Anger;;;
Сторонись?;Fear;;;
Осознавай!;Neutral;;;
Она не изумляла.;Sadness;;;
Она не раздразнила?;Surprise;;;
Она не наслаждалась!;Sadness;;;
Сдрейфи?;Fear;;;
Не осердись.;Fear;;;
Она не напугалась?;Surprise;;;
Она не изумила!;Sadness;;;
Не взбодрись!;Sadness;;;
Паникуй?;Fear;;;
Она омрачалась.;Sadness;;;
Она не надивилась.;Neutral;;;
Не поражай!;Sadness;;;
Она обрадовала?;Joy;;;
Не восторгайся?;Sadness;;;
Она сторонилась.;Fear;;;
Она не расстроилась?;Joy;;;
Травмируй?;Anger;;;
Не конфузься?;Surprise;;;
Не просияй!;Sadness;;;
Коли!;Neutral;;;
Не взъярись.;Fear;;;
Не унывай?;Surprise;;;
Перетревожь.;Fear;;;
Не угнетай?;Surprise;;;
Она возмущалась?;Anger;;;
Она разочаровала.;Sadness;;;
Удовлетворяйся.;Joy;;;
Она расстроилась!;Sadness;;;
Она развлеклась?;Joy;;;
Она воскрешала?;Surprise;;;
Взбеленись?;Anger;;;
Она не замучилась!;Joy;;;
Доставай.;Neutral;;;
Она сломила!;Joy;;;
Она вытерпела?;Surprise;;;
Разъяри!;Anger;;;
Не озлись!;Fear;;;
Не раздразни.;Fear;;;
Уважай?;Surprise;;;
Не омрачай.;Joy;;;
Она воодушевилась?;Joy;;;
Переутоми.;Sadness;;;
Застращай!;Fear;;;
Не отчайся?;Surprise;;;
Она не мучила!;Joy;;;
Она не обалдела.;Neutral;;;
Ободрись.;Joy;;;
Не домучься.;Joy;;;
Не обеспокой?;Surprise;;;
Она переутомила!;Anger;;;
Не сохни.;Neutral;;;
Она раздражала.;Anger;;;
Она не переживала?;Surprise;;;
Она бесилась?;Anger;;;
Она подавила?;Anger;;;
Она не скорбела.;Joy;;;
Не опьяней!;Anger;;;
Она не порадовалась?;Sadness;;;
Она смущала?;Fear;;;
Не майся.;Neutral;;;
Она не огорчала?;Surprise;;;
Она не изныла?;Surprise;;;
Она сникла!;Sadness;;;
Кисни!;Sadness;;;
Она погневалась!;Anger;;;
Она не обожглась.;Neutral;;;
Она перетрусила?;Fear;;;
Опечалься!;Sadness;;;
Не намучься.;Joy;;;
Она не поволновалась!;Neutral;;;
Она не обрадовала.;Sadness;;;
Рассерди.;Anger;;;
Она не исстрадалась!;Anger;;;
Не изнемоги?;Surprise;;;
Приободрись.;Joy;;;
Не обрадуйся.;Sadness;;;
Не дуйся!;Joy;;;
Не удовлетворяй?;Sadness;;;
Не позабавься!;Sadness;;;
Она взъярилась!;Anger;;;
Не ослепи.;Neutral;;;
Она не развлекалась?;Sadness;;;
Она мучилась?;Sadness;;;
Она подавляла.;Anger;;;
Она не пугала?;Surprise;;;
Она улыбалась!;Joy;;;
Она не веселилась?;Sadness;;;
Она не невзлюбила!;Joy;;;
Она не омрачила!;Joy;;;
Не окрылись!;Sadness;;;
Она тужила?;Sadness;;;
Она не изнемогла.;Joy;;;
Она пугалась!;Fear;;;
Казнись?;Surprise;;;
Не казнись.;Joy;;;
Она не помрачилась!;Surprise;;;
Она не достала.;Neutral;;;
Она не намыкалась?;Surprise;;;
Она не сохла!;Anger;;;
Она не взгрустнула!;Joy;;;
Развлекайся!;Joy;;;
Она окрысилась?;Anger;;;
Она воодушевилась.;Joy;;;
Удовлетворяйся?;Joy;;;
Насмехайся!;Joy;;;
Она поникла.;Sadness;;;
Не помрачи.;Joy;;;
Не опечаль?;Surprise;;;
Она не опостылела.;Joy;;;
Предвкушай?;Joy;;;
Она не посмеивалась?;Surprise;;;
Освежи.;Joy;;;
Она прогневалась.;Anger;;;
Она возмутилась.;Anger;;;
Она не испугала.;Joy;;;
Наскучивай?;Surprise;;;
Она трепетала.;Fear;;;
Она не прослезилась!;Surprise;;;
Терпи.;Neutral;;;
Она раздражила!;Anger;;;
Она сторонилась!;Fear;;;
Не забойся?;Surprise;;;
Не рыдай?;Surprise;;;
Она побоялась.;Fear;;;
Она не истерзалась!;Joy;;;
Наслаждайся?;Joy;;;
Она не затравила?;Surprise;;;
Она не обожала!;Sadness;;;
Не освежи.;Neutral;;;
Она огорчалась!;Sadness;;;
Она не убоялась.;Joy;;;
Она не обеспокоила.;Joy;;;
Не наскучивай.;Anger;;;
Она заскучала!;Sadness;;;
Оживи?;Surprise;;;
Она не интересовалась!;Sadness;;;
Она затосковала.;Sadness;;;
Не потоскуй!;Joy;;;
Она разозлилась!;Anger;;;
Тревожь!;Fear;;;
Она переболела?;Surprise;;;
Она не покаялась!;Anger;;;
Она не оживила?;Surprise;;;
Точи.;Neutral;;;
Она не трусила?;Surprise;;;
Она не нарадовалась?;Surprise;;;
Она не освежила.;Neutral;;;
Не хихикай.;Sadness;;;
Она улыбнулась!;Joy;;;
Она не раздражилась!;Neutral;;;
Погорюй.;Sadness;;;
Она жалела.;Sadness;;;
Не встряхивайся.;Neutral;;;
Она озлобляла!;Anger;;;
Не тяготи!;Anger;;;
Встряхивайся.;Neutral;;;
Она не взорвалась!;Anger;;;
Она промаялась.;Sadness;;;
Она не удивила?;Surprise;;;
Разочаруйся?;Sadness;;;
Она перевернула?;Surprise;;;
Не содрогайся.;Neutral;;;
Она не интересовалась?;Surprise;;;
Она не убила?;Surprise;;;
Она не резвилась!;Sadness;;;
Она не воодушевилась?;Sadness;;;
Она не насытилась!;Anger;;;
Она омрачила.;Sadness;;;
Не развлекайся?;Surprise;;;
Освещай?;Surprise;;;
Невзлюби?;Anger;;;
Не перетерпи.;Neutral;;;
Не погорюй?;Surprise;;;
Не пошути!;Sadness;;;
Она рассмеялась?;Joy;;;
Она напугала?;Fear;;;
Она не содрогалась?;Surprise;;;
Не опьяней.;Neutral;;;
Дави!;Anger;;;
Омрачи?;Sadness;;;
Она не злобствовала!;Joy;;;
Она перетрусила!;Fear;;;
Она не опасалась!;Neutral;;;
Не стыдись.;Neutral;;;
Озли.;Anger;;;
Волнуй.;Fear;;;
Она не поднимала!;Anger;;;
Не хвати.;Неграмматично;;;
Она устыдилась!;Anger;;;
Не обожгись.;Neutral;;;
Паникуй!;Fear;;;
Она не насытилась?;Surprise;;;
Негодуй.;Anger;;;
Она не изматывала?;Surprise;;;
Она не развлекла.;Sadness;;;
Не горюй?;Joy;;;
Не стоскуйся?;Неграмматично;;;
Не тоскуй!;Joy;;;
Она не восхитила.;Sadness;;;
Она окрылила.;Joy;;;
Она захватывала.;Neutral;;;
Помрачай?;Sadness;;;
Она не тряслась!;Joy;;;
Она переболела!;Joy;;;
Она не сожалела.;Joy;;;
Она поражала?;Surprise;;;
Не ужасай.;Neutral;;;
Она не ранила.;Joy;;;
Она не отчаивалась.;Joy;;;
Она удовлетворялась?;Joy;;;
Она осточертела.;Anger;;;
Она не приободрялась.;Sadness;;;
Не позли?;Surprise;;;
Удовлетворяй!;Joy;;;
Она не рассмеялась.;Sadness;;;
Посетуй.;Sadness;;;
Не обожай!;Anger;;;
Она смеялась!;Joy;;;
Она позлилась?;Anger;;;
Не огорчи?;Surprise;;;
Она не разозлилась.;Joy;;;
Она оживила!;Joy;;;
Опечалься?;Sadness;;;
Освежи!;Joy;;;
Не растревоживай.;Fear;;;
Она фыркала!;Anger;;;
Она не сосала?;Surprise;;;
Она фыркала.;Anger;;;
Она не потрясала.;Sadness;;;
Не наскучь?;Surprise;;;
Она гневалась.;Anger;;;
Она не прогневалась?;Fear;;;
Не поплачь?;Surprise;;;
Не тушуйся?;Joy;;;
Не взбесись?;Surprise;;;
Она не натерпелась?;Anger;;;
Побойся.;Fear;;;
Не подступай!;Anger;;;
Она хлебнула?;Surprise;;;
Она маялась!;Sadness;;;
Отчайся.;Sadness;;;
Она не ослепила.;Neutral;;;
Она подбодрилась?;Joy;;;
Не возрыдай!;Joy;;;
Не хандри.;Joy;;;
Выматывай?;Sadness;;;
Не дрейфи?;Surprise;;;
Не встревожь?;Surprise;;;
Она не льстила?;Surprise;;;
Она не взвыла.;Joy;;;
Она поразилась.;Surprise;;;
Заскучай?;Sadness;;;
Не захватывай!;Anger;;;
Она освежила!;Joy;;;
Она терпела?;Surprise;;;
Отчаивайся.;Sadness;;;
Не взвой.;Anger;;;
Не томись.;Joy;;;
Она возмущалась.;Anger;;;
Не разгневай.;Fear;;;
Изумляй!;Surprise;;;
Не переутомляй!;Anger;;;
Насладись?;Joy;;;
Не балдей.;Sadness;;;
Не струси.;Joy;;;
Она конфузилась.;Fear;;;
Не изводись.;Joy;;;
Она не устрашала?;Surprise;;;
Она не льстила!;Anger;;;
Она подружилась.;Joy;;;
Не окрыли.;Neutral;;;
Она воскресла?;Surprise;;;
Она хандрила.;Sadness;;;
Она поразилась!;Surprise;;;
Не ярись!;Fear;;;
Она окрылилась!;Joy;;;
Она злорадствовала.;Anger;;;
Она развеселила.;Joy;;;
Она не казнилась.;Joy;;;
Не коли.;Neutral;;;
Она не рассмешила?;Surprise;;;
Сокруши!;Anger;;;
Не помрачи?;Surprise;;;
Она измотала!;Anger;;;
Оплакивай?;Sadness;;;
Изнемоги?;Sadness;;;
Она не сломилась!;Joy;;;
Не возмути.;Joy;;;
Она не порадовала!;Sadness;;;
Она не удивилась.;Sadness;;;
Посмейся?;Joy;;;
Не огорчись?;Surprise;;;
Не плавай!;Anger;;;
Она взбодрилась!;Joy;;;
Она не изнурила?;Surprise;;;
Она пьянела?;Surprise;;;
Не перепугай!;Anger;;;
Дрейфи.;Fear;;;
Она не истерзалась?;Surprise;;;
Она не томилась?;Joy;;;
Она приунывала?;Sadness;;;
